Provider Column,Race,Sex,Ethnicity,County,Count,Age,Year
1,Black,Male,Hispanic,1,6,8,2023
1,Black,Female,Hispanic,1,2,8,2023
1,AIAN,Female,Hispanic,1,1,8,2023
1,Asian,Male,Hispanic,1,1,8,2023
1,NHOPI,Male,Hispanic,1,2,8,2023
1,TOM,Male,Hispanic,1,2,8,2023
1,TOM,Female,Hispanic,1,4,8,2023
1,White,Male,Not Hispanic,1,1877,9,2023
1,White,Female,Not Hispanic,1,1797,9,2023
1,Black,Male,Not Hispanic,1,89,9,2023
1,Black,Female,Not Hispanic,1,59,9,2023
1,AIAN,Male,Not Hispanic,1,2,9,2023
1,AIAN,Female,Not Hispanic,1,4,9,2023
1,Asian,Male,Not Hispanic,1,19,9,2023
1,Asian,Female,Not Hispanic,1,22,9,2023
1,NHOPI,Male,Not Hispanic,1,3,9,2023
1,NHOPI,Female,Not Hispanic,1,1,9,2023
1,TOM,Male,Not Hispanic,1,19,9,2023
1,TOM,Female,Not Hispanic,1,22,9,2023
1,White,Male,Hispanic,1,32,9,2023
1,White,Female,Hispanic,1,26,9,2023
1,Black,Male,Hispanic,1,10,9,2023
1,Black,Female,Hispanic,1,3,9,2023
1,AIAN,Female,Hispanic,1,1,9,2023
1,Asian,Male,Hispanic,1,1,9,2023
1,Asian,Female,Hispanic,1,1,9,2023
1,TOM,Female,Hispanic,1,2,9,2023
1,White,Male,Not Hispanic,1,1570,10,2023
1,White,Female,Not Hispanic,1,1564,10,2023
1,Black,Male,Not Hispanic,1,85,10,2023
1,Black,Female,Not Hispanic,1,64,10,2023
1,AIAN,Male,Not Hispanic,1,3,10,2023
1,AIAN,Female,Not Hispanic,1,6,10,2023
1,Asian,Male,Not Hispanic,1,19,10,2023
1,Asian,Female,Not Hispanic,1,23,10,2023
1,NHOPI,Female,Not Hispanic,1,1,10,2023
1,TOM,Male,Not Hispanic,1,19,10,2023
1,TOM,Female,Not Hispanic,1,18,10,2023
1,White,Male,Hispanic,1,34,10,2023
1,White,Female,Hispanic,1,19,10,2023
1,Black,Male,Hispanic,1,6,10,2023
1,AIAN,Male,Hispanic,1,2,10,2023
1,AIAN,Female,Hispanic,1,1,10,2023
1,TOM,Male,Hispanic,1,1,10,2023
1,TOM,Female,Hispanic,1,3,10,2023
1,White,Male,Not Hispanic,1,1711,11,2023
1,White,Female,Not Hispanic,1,1719,11,2023
1,Black,Male,Not Hispanic,1,61,11,2023
1,Black,Female,Not Hispanic,1,58,11,2023
1,AIAN,Male,Not Hispanic,1,2,11,2023
1,AIAN,Female,Not Hispanic,1,2,11,2023
1,Asian,Male,Not Hispanic,1,8,11,2023
1,Asian,Female,Not Hispanic,1,16,11,2023
1,NHOPI,Male,Not Hispanic,1,1,11,2023
1,NHOPI,Female,Not Hispanic,1,1,11,2023
1,TOM,Male,Not Hispanic,1,10,11,2023
1,TOM,Female,Not Hispanic,1,12,11,2023
1,White,Male,Hispanic,1,28,11,2023
1,White,Female,Hispanic,1,31,11,2023
1,Black,Female,Hispanic,1,2,11,2023
1,AIAN,Male,Hispanic,1,4,11,2023
1,AIAN,Female,Hispanic,1,2,11,2023
1,Asian,Male,Hispanic,1,1,11,2023
1,TOM,Male,Hispanic,1,1,11,2023
1,TOM,Female,Hispanic,1,2,11,2023
1,White,Male,Not Hispanic,1,1874,12,2023
1,White,Female,Not Hispanic,1,1949,12,2023
1,Black,Male,Not Hispanic,1,66,12,2023
1,Black,Female,Not Hispanic,1,44,12,2023
1,AIAN,Male,Not Hispanic,1,12,12,2023
1,AIAN,Female,Not Hispanic,1,1,12,2023
1,Asian,Male,Not Hispanic,1,12,12,2023
1,Asian,Female,Not Hispanic,1,14,12,2023
1,TOM,Male,Not Hispanic,1,19,12,2023
1,TOM,Female,Not Hispanic,1,14,12,2023
1,White,Male,Hispanic,1,21,12,2023
1,White,Female,Hispanic,1,20,12,2023
1,Black,Male,Hispanic,1,4,12,2023
1,AIAN,Male,Hispanic,1,1,12,2023
1,AIAN,Female,Hispanic,1,1,12,2023
1,Asian,Female,Hispanic,1,1,12,2023
1,TOM,Male,Hispanic,1,1,12,2023
1,TOM,Female,Hispanic,1,1,12,2023
1,White,Male,Not Hispanic,1,2139,13,2023
1,White,Female,Not Hispanic,1,2197,13,2023
1,Black,Male,Not Hispanic,1,71,13,2023
1,Black,Female,Not Hispanic,1,68,13,2023
1,AIAN,Male,Not Hispanic,1,8,13,2023
1,AIAN,Female,Not Hispanic,1,5,13,2023
1,Asian,Male,Not Hispanic,1,9,13,2023
1,Asian,Female,Not Hispanic,1,21,13,2023
1,TOM,Male,Not Hispanic,1,8,13,2023
1,TOM,Female,Not Hispanic,1,10,13,2023
1,White,Male,Hispanic,1,7,13,2023
1,White,Female,Hispanic,1,19,13,2023
1,Black,Female,Hispanic,1,4,13,2023
1,AIAN,Male,Hispanic,1,2,13,2023
1,Asian,Male,Hispanic,1,3,13,2023
1,TOM,Female,Hispanic,1,1,13,2023
1,White,Male,Not Hispanic,1,1904,14,2023
1,White,Female,Not Hispanic,1,1996,14,2023
1,Black,Male,Not Hispanic,1,67,14,2023
1,Black,Female,Not Hispanic,1,61,14,2023
1,AIAN,Male,Not Hispanic,1,3,14,2023
1,AIAN,Female,Not Hispanic,1,7,14,2023
1,Asian,Male,Not Hispanic,1,15,14,2023
1,Asian,Female,Not Hispanic,1,20,14,2023
1,NHOPI,Male,Not Hispanic,1,1,14,2023
1,NHOPI,Female,Not Hispanic,1,1,14,2023
1,TOM,Male,Not Hispanic,1,8,14,2023
1,TOM,Female,Not Hispanic,1,10,14,2023
1,White,Male,Hispanic,1,5,14,2023
1,White,Female,Hispanic,1,13,14,2023
1,AIAN,Female,Hispanic,1,1,14,2023
1,TOM,Female,Hispanic,1,1,14,2023
1,White,Male,Not Hispanic,1,1568,15,2023
1,White,Female,Not Hispanic,1,1660,15,2023
1,Black,Male,Not Hispanic,1,37,15,2023
1,Black,Female,Not Hispanic,1,35,15,2023
1,AIAN,Male,Not Hispanic,1,1,15,2023
1,AIAN,Female,Not Hispanic,1,2,15,2023
1,Asian,Male,Not Hispanic,1,16,15,2023
1,Asian,Female,Not Hispanic,1,13,15,2023
1,NHOPI,Male,Not Hispanic,1,1,15,2023
1,NHOPI,Female,Not Hispanic,1,2,15,2023
1,TOM,Male,Not Hispanic,1,9,15,2023
1,TOM,Female,Not Hispanic,1,4,15,2023
1,White,Male,Hispanic,1,10,15,2023
1,White,Female,Hispanic,1,10,15,2023
1,AIAN,Male,Hispanic,1,1,15,2023
1,AIAN,Female,Hispanic,1,1,15,2023
1,Asian,Male,Hispanic,1,1,15,2023
1,White,Male,Not Hispanic,1,1080,16,2023
1,White,Female,Not Hispanic,1,1321,16,2023
1,Black,Male,Not Hispanic,1,29,16,2023
1,Black,Female,Not Hispanic,1,27,16,2023
1,AIAN,Male,Not Hispanic,1,2,16,2023
1,AIAN,Female,Not Hispanic,1,2,16,2023
1,Asian,Male,Not Hispanic,1,11,16,2023
1,Asian,Female,Not Hispanic,1,10,16,2023
1,TOM,Male,Not Hispanic,1,6,16,2023
1,TOM,Female,Not Hispanic,1,1,16,2023
1,White,Male,Hispanic,1,7,16,2023
1,White,Female,Hispanic,1,8,16,2023
1,TOM,Male,Hispanic,1,2,16,2023
1,TOM,Female,Hispanic,1,1,16,2023
1,White,Male,Not Hispanic,1,771,17,2023
1,White,Female,Not Hispanic,1,936,17,2023
1,Black,Male,Not Hispanic,1,16,17,2023
1,Black,Female,Not Hispanic,1,9,17,2023
1,AIAN,Female,Not Hispanic,1,1,17,2023
1,Asian,Male,Not Hispanic,1,2,17,2023
1,Asian,Female,Not Hispanic,1,6,17,2023
1,TOM,Male,Not Hispanic,1,4,17,2023
1,TOM,Female,Not Hispanic,1,6,17,2023
1,White,Male,Hispanic,1,6,17,2023
1,White,Female,Hispanic,1,5,17,2023
1,Black,Female,Hispanic,1,1,17,2023
1,AIAN,Male,Hispanic,1,1,17,2023
1,White,Male,Not Hispanic,1,725,18,2023
1,White,Female,Not Hispanic,1,1050,18,2023
1,Black,Male,Not Hispanic,1,23,18,2023
1,Black,Female,Not Hispanic,1,20,18,2023
1,AIAN,Female,Not Hispanic,1,4,18,2023
1,Asian,Male,Not Hispanic,1,7,18,2023
1,Asian,Female,Not Hispanic,1,8,18,2023
1,TOM,Male,Not Hispanic,1,6,18,2023
1,TOM,Female,Not Hispanic,1,16,18,2023
1,White,Male,Hispanic,1,15,18,2023
1,White,Female,Hispanic,1,6,18,2023
1,White,Male,Not Hispanic,3,56,1,2023
1,White,Female,Not Hispanic,3,65,1,2023
1,Black,Male,Not Hispanic,3,36,1,2023
1,Black,Female,Not Hispanic,3,36,1,2023
1,TOM,Male,Not Hispanic,3,16,1,2023
1,TOM,Female,Not Hispanic,3,4,1,2023
1,White,Male,Hispanic,3,1,1,2023
1,White,Female,Hispanic,3,1,1,2023
1,Black,Female,Hispanic,3,1,1,2023
1,White,Male,Not Hispanic,3,75,2,2023
1,White,Female,Not Hispanic,3,83,2,2023
1,Black,Male,Not Hispanic,3,41,2,2023
1,Black,Female,Not Hispanic,3,45,2,2023
1,Asian,Male,Not Hispanic,3,1,2,2023
1,TOM,Male,Not Hispanic,3,10,2,2023
1,TOM,Female,Not Hispanic,3,13,2,2023
1,White,Male,Hispanic,3,4,2,2023
1,White,Female,Hispanic,3,4,2,2023
1,Black,Male,Hispanic,3,2,2,2023
1,Black,Female,Hispanic,3,3,2,2023
1,White,Male,Not Hispanic,3,87,3,2023
1,White,Female,Not Hispanic,3,81,3,2023
1,Black,Male,Not Hispanic,3,42,3,2023
1,Black,Female,Not Hispanic,3,60,3,2023
1,AIAN,Female,Not Hispanic,3,1,3,2023
1,TOM,Male,Not Hispanic,3,8,3,2023
1,TOM,Female,Not Hispanic,3,9,3,2023
1,White,Male,Hispanic,3,4,3,2023
1,White,Female,Hispanic,3,7,3,2023
1,Black,Female,Hispanic,3,6,3,2023
1,AIAN,Female,Hispanic,3,1,3,2023
1,TOM,Female,Hispanic,3,3,3,2023
1,White,Male,Not Hispanic,3,92,4,2023
1,White,Female,Not Hispanic,3,76,4,2023
1,Black,Male,Not Hispanic,3,54,4,2023
1,Black,Female,Not Hispanic,3,51,4,2023
1,TOM,Male,Not Hispanic,3,6,4,2023
1,TOM,Female,Not Hispanic,3,7,4,2023
1,White,Male,Hispanic,3,4,4,2023
1,White,Female,Hispanic,3,7,4,2023
1,TOM,Male,Hispanic,3,1,4,2023
1,White,Male,Not Hispanic,3,49,5,2023
1,White,Female,Not Hispanic,3,56,5,2023
1,Black,Male,Not Hispanic,3,38,5,2023
1,Black,Female,Not Hispanic,3,31,5,2023
1,AIAN,Male,Not Hispanic,3,1,5,2023
1,Asian,Male,Not Hispanic,3,1,5,2023
1,TOM,Male,Not Hispanic,3,6,5,2023
1,TOM,Female,Not Hispanic,3,7,5,2023
1,White,Male,Hispanic,3,2,5,2023
1,White,Female,Hispanic,3,1,5,2023
1,Black,Male,Hispanic,3,1,5,2023
1,Black,Female,Hispanic,3,1,5,2023
1,White,Male,Not Hispanic,3,44,6,2023
1,White,Female,Not Hispanic,3,52,6,2023
1,Black,Male,Not Hispanic,3,44,6,2023
1,Black,Female,Not Hispanic,3,35,6,2023
1,Asian,Male,Not Hispanic,3,1,6,2023
1,TOM,Male,Not Hispanic,3,3,6,2023
1,TOM,Female,Not Hispanic,3,3,6,2023
1,White,Male,Hispanic,3,2,6,2023
1,White,Female,Hispanic,3,4,6,2023
1,Black,Male,Hispanic,3,2,6,2023
1,Black,Female,Hispanic,3,2,6,2023
1,White,Male,Not Hispanic,3,73,7,2023
1,White,Female,Not Hispanic,3,77,7,2023
1,Black,Male,Not Hispanic,3,50,7,2023
1,Black,Female,Not Hispanic,3,37,7,2023
1,AIAN,Male,Not Hispanic,3,2,7,2023
1,NHOPI,Male,Not Hispanic,3,1,7,2023
1,TOM,Male,Not Hispanic,3,1,7,2023
1,TOM,Female,Not Hispanic,3,1,7,2023
1,White,Male,Hispanic,3,1,7,2023
1,White,Female,Hispanic,3,1,7,2023
1,Black,Male,Hispanic,3,3,7,2023
1,TOM,Female,Hispanic,3,1,7,2023
1,White,Male,Not Hispanic,3,69,8,2023
1,White,Female,Not Hispanic,3,79,8,2023
1,Black,Male,Not Hispanic,3,41,8,2023
1,Black,Female,Not Hispanic,3,38,8,2023
1,AIAN,Female,Not Hispanic,3,1,8,2023
1,NHOPI,Male,Not Hispanic,3,1,8,2023
1,TOM,Male,Not Hispanic,3,3,8,2023
1,TOM,Female,Not Hispanic,3,2,8,2023
1,White,Male,Hispanic,3,2,8,2023
1,White,Female,Hispanic,3,1,8,2023
1,AIAN,Female,Hispanic,3,1,8,2023
1,TOM,Male,Hispanic,3,4,8,2023
1,White,Male,Not Hispanic,3,92,9,2023
1,White,Female,Not Hispanic,3,80,9,2023
1,Black,Male,Not Hispanic,3,32,9,2023
1,Black,Female,Not Hispanic,3,42,9,2023
1,AIAN,Female,Not Hispanic,3,2,9,2023
1,Asian,Male,Not Hispanic,3,1,9,2023
1,TOM,Male,Not Hispanic,3,2,9,2023
1,TOM,Female,Not Hispanic,3,2,9,2023
1,White,Male,Hispanic,3,2,9,2023
1,White,Female,Hispanic,3,2,9,2023
1,White,Male,Not Hispanic,3,76,10,2023
1,White,Female,Not Hispanic,3,73,10,2023
1,Black,Male,Not Hispanic,3,26,10,2023
1,Black,Female,Not Hispanic,3,42,10,2023
1,AIAN,Male,Not Hispanic,3,1,10,2023
1,Asian,Male,Not Hispanic,3,1,10,2023
1,Asian,Female,Not Hispanic,3,1,10,2023
1,NHOPI,Male,Not Hispanic,3,1,10,2023
1,NHOPI,Female,Not Hispanic,3,4,10,2023
1,TOM,Male,Not Hispanic,3,1,10,2023
1,TOM,Female,Not Hispanic,3,2,10,2023
1,White,Male,Hispanic,3,2,10,2023
1,White,Female,Hispanic,3,2,10,2023
1,Black,Female,Hispanic,3,1,10,2023
1,TOM,Male,Hispanic,3,1,10,2023
1,White,Male,Not Hispanic,3,79,11,2023
1,White,Female,Not Hispanic,3,101,11,2023
1,Black,Male,Not Hispanic,3,37,11,2023
1,Black,Female,Not Hispanic,3,49,11,2023
1,AIAN,Male,Not Hispanic,3,1,11,2023
1,NHOPI,Male,Not Hispanic,3,1,11,2023
1,NHOPI,Female,Not Hispanic,3,1,11,2023
1,TOM,Male,Not Hispanic,3,1,11,2023
1,White,Male,Hispanic,3,3,11,2023
1,White,Male,Not Hispanic,3,140,12,2023
1,White,Female,Not Hispanic,3,98,12,2023
1,Black,Male,Not Hispanic,3,53,12,2023
1,Black,Female,Not Hispanic,3,71,12,2023
1,AIAN,Female,Not Hispanic,3,2,12,2023
1,NHOPI,Female,Not Hispanic,3,1,12,2023
1,TOM,Male,Not Hispanic,3,4,12,2023
1,White,Male,Hispanic,3,2,12,2023
1,White,Female,Hispanic,3,1,12,2023
1,Black,Male,Hispanic,3,1,12,2023
1,White,Male,Not Hispanic,3,134,13,2023
1,White,Female,Not Hispanic,3,133,13,2023
1,Black,Male,Not Hispanic,3,46,13,2023
1,Black,Female,Not Hispanic,3,67,13,2023
1,AIAN,Male,Not Hispanic,3,4,13,2023
1,AIAN,Female,Not Hispanic,3,1,13,2023
1,TOM,Male,Not Hispanic,3,3,13,2023
1,TOM,Female,Not Hispanic,3,1,13,2023
1,Black,Female,Hispanic,3,1,13,2023
1,White,Male,Not Hispanic,3,128,14,2023
1,White,Female,Not Hispanic,3,132,14,2023
1,Black,Male,Not Hispanic,3,52,14,2023
1,Black,Female,Not Hispanic,3,63,14,2023
1,AIAN,Male,Not Hispanic,3,3,14,2023
1,AIAN,Female,Not Hispanic,3,3,14,2023
1,Asian,Female,Not Hispanic,3,2,14,2023
1,TOM,Male,Not Hispanic,3,2,14,2023
1,TOM,Female,Not Hispanic,3,2,14,2023
1,White,Male,Hispanic,3,2,14,2023
1,White,Female,Hispanic,3,1,14,2023
1,White,Male,Not Hispanic,3,100,15,2023
1,White,Female,Not Hispanic,3,112,15,2023
1,Black,Male,Not Hispanic,3,52,15,2023
1,Black,Female,Not Hispanic,3,54,15,2023
1,AIAN,Male,Not Hispanic,3,1,15,2023
1,Asian,Female,Not Hispanic,3,1,15,2023
1,NHOPI,Male,Not Hispanic,3,1,15,2023
1,TOM,Male,Not Hispanic,3,1,15,2023
1,TOM,Female,Not Hispanic,3,1,15,2023
1,White,Male,Hispanic,3,1,15,2023
1,White,Female,Hispanic,3,1,15,2023
1,White,Male,Not Hispanic,3,73,16,2023
1,White,Female,Not Hispanic,3,76,16,2023
1,Black,Male,Not Hispanic,3,11,16,2023
1,Black,Female,Not Hispanic,3,23,16,2023
1,AIAN,Male,Not Hispanic,3,1,16,2023
1,AIAN,Female,Not Hispanic,3,2,16,2023
1,TOM,Female,Not Hispanic,3,2,16,2023
1,White,Male,Hispanic,3,3,16,2023
1,White,Female,Hispanic,3,1,16,2023
1,White,Male,Not Hispanic,3,42,17,2023
1,White,Female,Not Hispanic,3,69,17,2023
1,Black,Male,Not Hispanic,3,10,17,2023
1,Black,Female,Not Hispanic,3,18,17,2023
1,TOM,Male,Not Hispanic,3,1,17,2023
1,TOM,Female,Not Hispanic,3,1,17,2023
1,White,Female,Hispanic,3,1,17,2023
1,White,Male,Not Hispanic,3,37,18,2023
1,White,Female,Not Hispanic,3,54,18,2023
1,Black,Male,Not Hispanic,3,20,18,2023
1,Black,Female,Not Hispanic,3,15,18,2023
1,AIAN,Male,Not Hispanic,3,1,18,2023
1,Asian,Male,Not Hispanic,3,1,18,2023
1,Asian,Female,Not Hispanic,3,2,18,2023
1,TOM,Male,Not Hispanic,3,3,18,2023
1,TOM,Female,Not Hispanic,3,3,18,2023
1,White,Female,Hispanic,3,2,18,2023
1,Black,Female,Hispanic,3,1,18,2023
1,White,Male,Not Hispanic,5,317,1,2023
1,White,Female,Not Hispanic,5,304,1,2023
1,Black,Male,Not Hispanic,5,9,1,2023
1,Black,Female,Not Hispanic,5,9,1,2023
1,AIAN,Male,Not Hispanic,5,3,1,2023
1,AIAN,Female,Not Hispanic,5,1,1,2023
1,Asian,Male,Not Hispanic,5,1,1,2023
1,Asian,Female,Not Hispanic,5,2,1,2023
1,NHOPI,Female,Not Hispanic,5,1,1,2023
1,TOM,Male,Not Hispanic,5,24,1,2023
1,TOM,Female,Not Hispanic,5,20,1,2023
1,White,Male,Hispanic,5,7,1,2023
1,White,Female,Hispanic,5,6,1,2023
1,AIAN,Female,Hispanic,5,2,1,2023
1,TOM,Male,Hispanic,5,1,1,2023
1,TOM,Female,Hispanic,5,2,1,2023
1,White,Male,Not Hispanic,5,349,2,2023
1,White,Female,Not Hispanic,5,331,2,2023
1,Black,Male,Not Hispanic,5,9,2,2023
1,Black,Female,Not Hispanic,5,13,2,2023
1,AIAN,Male,Not Hispanic,5,1,2,2023
1,AIAN,Female,Not Hispanic,5,2,2,2023
1,Asian,Male,Not Hispanic,5,1,2,2023
1,Asian,Female,Not Hispanic,5,2,2,2023
1,TOM,Male,Not Hispanic,5,26,2,2023
1,TOM,Female,Not Hispanic,5,21,2,2023
1,White,Male,Hispanic,5,7,2,2023
1,White,Female,Hispanic,5,13,2,2023
1,AIAN,Male,Hispanic,5,4,2,2023
1,AIAN,Female,Hispanic,5,2,2,2023
1,White,Male,Not Hispanic,5,395,3,2023
1,White,Female,Not Hispanic,5,375,3,2023
1,Black,Male,Not Hispanic,5,8,3,2023
1,Black,Female,Not Hispanic,5,8,3,2023
1,AIAN,Male,Not Hispanic,5,1,3,2023
1,Asian,Male,Not Hispanic,5,5,3,2023
1,TOM,Male,Not Hispanic,5,29,3,2023
1,TOM,Female,Not Hispanic,5,20,3,2023
1,White,Male,Hispanic,5,14,3,2023
1,White,Female,Hispanic,5,12,3,2023
1,AIAN,Female,Hispanic,5,2,3,2023
1,Asian,Female,Hispanic,5,1,3,2023
1,White,Male,Not Hispanic,5,592,4,2023
1,White,Female,Not Hispanic,5,597,4,2023
1,Black,Male,Not Hispanic,5,21,4,2023
1,Black,Female,Not Hispanic,5,27,4,2023
1,AIAN,Female,Not Hispanic,5,3,4,2023
1,Asian,Male,Not Hispanic,5,7,4,2023
1,Asian,Female,Not Hispanic,5,4,4,2023
1,TOM,Male,Not Hispanic,5,13,4,2023
1,TOM,Female,Not Hispanic,5,8,4,2023
1,White,Male,Hispanic,5,25,4,2023
