Race,Sex,Ethnicity,County,Count,Age,Year
Black,Female,Not Hispanic,93,554,10,2024
AIAN,Male,Not Hispanic,93,3,10,2024
AIAN,Female,Not Hispanic,93,6,10,2024
Asian,Male,Not Hispanic,93,233,10,2024
Asian,Female,Not Hispanic,93,292,10,2024
NHOPI,Male,Not Hispanic,93,1,10,2024
NHOPI,Female,Not Hispanic,93,3,10,2024
TOM,Male,Not Hispanic,93,51,10,2024
TOM,Female,Not Hispanic,93,43,10,2024
White,Male,Hispanic,93,1144,10,2024
White,Female,Hispanic,93,1070,10,2024
Black,Male,Hispanic,93,23,10,2024
Black,Female,Hispanic,93,36,10,2024
AIAN,Male,Hispanic,93,28,10,2024
AIAN,Female,Hispanic,93,28,10,2024
Asian,Male,Hispanic,93,10,10,2024
Asian,Female,Hispanic,93,8,10,2024
NHOPI,Female,Hispanic,93,2,10,2024
TOM,Male,Hispanic,93,7,10,2024
TOM,Female,Hispanic,93,12,10,2024
White,Male,Not Hispanic,93,3180,11,2024
White,Female,Not Hispanic,93,3251,11,2024
Black,Male,Not Hispanic,93,540,11,2024
Black,Female,Not Hispanic,93,520,11,2024
AIAN,Male,Not Hispanic,93,6,11,2024
AIAN,Female,Not Hispanic,93,6,11,2024
Asian,Male,Not Hispanic,93,257,11,2024
Asian,Female,Not Hispanic,93,250,11,2024
NHOPI,Male,Not Hispanic,93,2,11,2024
NHOPI,Female,Not Hispanic,93,2,11,2024
TOM,Male,Not Hispanic,93,35,11,2024
TOM,Female,Not Hispanic,93,55,11,2024
White,Male,Hispanic,93,985,11,2024
White,Female,Hispanic,93,858,11,2024
Black,Male,Hispanic,93,25,11,2024
Black,Female,Hispanic,93,20,11,2024
AIAN,Male,Hispanic,93,28,11,2024
AIAN,Female,Hispanic,93,23,11,2024
Asian,Male,Hispanic,93,7,11,2024
Asian,Female,Hispanic,93,5,11,2024
NHOPI,Male,Hispanic,93,2,11,2024
NHOPI,Female,Hispanic,93,1,11,2024
TOM,Male,Hispanic,93,9,11,2024
TOM,Female,Hispanic,93,9,11,2024
White,Male,Not Hispanic,93,2927,12,2024
White,Female,Not Hispanic,93,2656,12,2024
Black,Male,Not Hispanic,93,421,12,2024
Black,Female,Not Hispanic,93,374,12,2024
AIAN,Male,Not Hispanic,93,6,12,2024
AIAN,Female,Not Hispanic,93,12,12,2024
Asian,Male,Not Hispanic,93,159,12,2024
Asian,Female,Not Hispanic,93,145,12,2024
NHOPI,Male,Not Hispanic,93,1,12,2024
TOM,Male,Not Hispanic,93,29,12,2024
TOM,Female,Not Hispanic,93,24,12,2024
White,Male,Hispanic,93,687,12,2024
White,Female,Hispanic,93,581,12,2024
Black,Male,Hispanic,93,7,12,2024
Black,Female,Hispanic,93,14,12,2024
AIAN,Male,Hispanic,93,11,12,2024
AIAN,Female,Hispanic,93,21,12,2024
Asian,Male,Hispanic,93,4,12,2024
Asian,Female,Hispanic,93,4,12,2024
NHOPI,Male,Hispanic,93,1,12,2024
NHOPI,Female,Hispanic,93,1,12,2024
TOM,Male,Hispanic,93,9,12,2024
TOM,Female,Hispanic,93,10,12,2024
White,Male,Not Hispanic,93,2604,13,2024
White,Female,Not Hispanic,93,2555,13,2024
Black,Male,Not Hispanic,93,301,13,2024
Black,Female,Not Hispanic,93,325,13,2024
AIAN,Male,Not Hispanic,93,6,13,2024
AIAN,Female,Not Hispanic,93,11,13,2024
Asian,Male,Not Hispanic,93,114,13,2024
Asian,Female,Not Hispanic,93,132,13,2024
NHOPI,Male,Not Hispanic,93,4,13,2024
NHOPI,Female,Not Hispanic,93,1,13,2024
TOM,Male,Not Hispanic,93,19,13,2024
TOM,Female,Not Hispanic,93,19,13,2024
White,Male,Hispanic,93,401,13,2024
White,Female,Hispanic,93,446,13,2024
Black,Male,Hispanic,93,7,13,2024
Black,Female,Hispanic,93,11,13,2024
AIAN,Male,Hispanic,93,20,13,2024
AIAN,Female,Hispanic,93,3,13,2024
Asian,Male,Hispanic,93,4,13,2024
Asian,Female,Hispanic,93,3,13,2024
NHOPI,Male,Hispanic,93,1,13,2024
NHOPI,Female,Hispanic,93,1,13,2024
TOM,Male,Hispanic,93,7,13,2024
TOM,Female,Hispanic,93,8,13,2024
White,Male,Not Hispanic,93,2086,14,2024
White,Female,Not Hispanic,93,2284,14,2024
Black,Male,Not Hispanic,93,172,14,2024
Black,Female,Not Hispanic,93,250,14,2024
AIAN,Male,Not Hispanic,93,1,14,2024
AIAN,Female,Not Hispanic,93,4,14,2024
Asian,Male,Not Hispanic,93,79,14,2024
Asian,Female,Not Hispanic,93,107,14,2024
TOM,Male,Not Hispanic,93,18,14,2024
TOM,Female,Not Hispanic,93,10,14,2024
White,Male,Hispanic,93,307,14,2024
White,Female,Hispanic,93,324,14,2024
Black,Male,Hispanic,93,8,14,2024
Black,Female,Hispanic,93,9,14,2024
AIAN,Male,Hispanic,93,11,14,2024
AIAN,Female,Hispanic,93,12,14,2024
Asian,Male,Hispanic,93,2,14,2024
Asian,Female,Hispanic,93,6,14,2024
NHOPI,Male,Hispanic,93,1,14,2024
NHOPI,Female,Hispanic,93,1,14,2024
TOM,Male,Hispanic,93,4,14,2024
TOM,Female,Hispanic,93,1,14,2024
White,Male,Not Hispanic,93,1668,15,2024
White,Female,Not Hispanic,93,1964,15,2024
Black,Male,Not Hispanic,93,102,15,2024
Black,Female,Not Hispanic,93,140,15,2024
AIAN,Male,Not Hispanic,93,5,15,2024
AIAN,Female,Not Hispanic,93,1,15,2024
Asian,Male,Not Hispanic,93,84,15,2024
Asian,Female,Not Hispanic,93,102,15,2024
NHOPI,Female,Not Hispanic,93,1,15,2024
TOM,Male,Not Hispanic,93,11,15,2024
TOM,Female,Not Hispanic,93,11,15,2024
White,Male,Hispanic,93,180,15,2024
White,Female,Hispanic,93,217,15,2024
Black,Male,Hispanic,93,1,15,2024
Black,Female,Hispanic,93,3,15,2024
AIAN,Male,Hispanic,93,7,15,2024
AIAN,Female,Hispanic,93,4,15,2024
Asian,Male,Hispanic,93,1,15,2024
Asian,Female,Hispanic,93,14,15,2024
NHOPI,Female,Hispanic,93,1,15,2024
TOM,Male,Hispanic,93,7,15,2024
TOM,Female,Hispanic,93,7,15,2024
White,Male,Not Hispanic,93,1193,16,2024
White,Female,Not Hispanic,93,1505,16,2024
Black,Male,Not Hispanic,93,50,16,2024
Black,Female,Not Hispanic,93,73,16,2024
AIAN,Male,Not Hispanic,93,2,16,2024
Asian,Male,Not Hispanic,93,47,16,2024
Asian,Female,Not Hispanic,93,70,16,2024
NHOPI,Female,Not Hispanic,93,2,16,2024
TOM,Male,Not Hispanic,93,3,16,2024
TOM,Female,Not Hispanic,93,11,16,2024
White,Male,Hispanic,93,107,16,2024
White,Female,Hispanic,93,140,16,2024
Black,Male,Hispanic,93,2,16,2024
Black,Female,Hispanic,93,3,16,2024
AIAN,Male,Hispanic,93,4,16,2024
AIAN,Female,Hispanic,93,7,16,2024
Asian,Female,Hispanic,93,6,16,2024
TOM,Male,Hispanic,93,3,16,2024
TOM,Female,Hispanic,93,4,16,2024
White,Male,Not Hispanic,93,697,17,2024
White,Female,Not Hispanic,93,946,17,2024
Black,Male,Not Hispanic,93,27,17,2024
Black,Female,Not Hispanic,93,39,17,2024
AIAN,Male,Not Hispanic,93,4,17,2024
AIAN,Female,Not Hispanic,93,2,17,2024
Asian,Male,Not Hispanic,93,31,17,2024
Asian,Female,Not Hispanic,93,23,17,2024
TOM,Male,Not Hispanic,93,3,17,2024
TOM,Female,Not Hispanic,93,3,17,2024
White,Male,Hispanic,93,54,17,2024
White,Female,Hispanic,93,90,17,2024
AIAN,Male,Hispanic,93,4,17,2024
AIAN,Female,Hispanic,93,1,17,2024
TOM,Male,Hispanic,93,2,17,2024
TOM,Female,Hispanic,93,1,17,2024
White,Male,Not Hispanic,93,466,18,2024
White,Female,Not Hispanic,93,780,18,2024
Black,Male,Not Hispanic,93,12,18,2024
Black,Female,Not Hispanic,93,28,18,2024
AIAN,Female,Not Hispanic,93,3,18,2024
Asian,Male,Not Hispanic,93,14,18,2024
Asian,Female,Not Hispanic,93,19,18,2024
TOM,Male,Not Hispanic,93,1,18,2024
TOM,Female,Not Hispanic,93,6,18,2024
White,Male,Hispanic,93,51,18,2024
White,Female,Hispanic,93,91,18,2024
Black,Male,Hispanic,93,2,18,2024
Black,Female,Hispanic,93,1,18,2024
AIAN,Male,Hispanic,93,2,18,2024
AIAN,Female,Hispanic,93,3,18,2024
Asian,Female,Hispanic,93,3,18,2024
NHOPI,Female,Hispanic,93,1,18,2024
TOM,Female,Hispanic,93,3,18,2024
White,Male,Not Hispanic,95,892,1,2024
White,Female,Not Hispanic,95,764,1,2024
Black,Male,Not Hispanic,95,208,1,2024
Black,Female,Not Hispanic,95,145,1,2024
AIAN,Male,Not Hispanic,95,3,1,2024
AIAN,Female,Not Hispanic,95,4,1,2024
Asian,Male,Not Hispanic,95,6,1,2024
Asian,Female,Not Hispanic,95,7,1,2024
NHOPI,Male,Not Hispanic,95,1,1,2024
TOM,Male,Not Hispanic,95,102,1,2024
TOM,Female,Not Hispanic,95,107,1,2024
White,Male,Hispanic,95,102,1,2024
White,Female,Hispanic,95,105,1,2024
Black,Male,Hispanic,95,11,1,2024
Black,Female,Hispanic,95,10,1,2024
AIAN,Male,Hispanic,95,1,1,2024
AIAN,Female,Hispanic,95,7,1,2024
Asian,Male,Hispanic,95,1,1,2024
Asian,Female,Hispanic,95,2,1,2024
TOM,Male,Hispanic,95,19,1,2024
TOM,Female,Hispanic,95,21,1,2024
White,Male,Not Hispanic,95,1006,2,2024
White,Female,Not Hispanic,95,922,2,2024
Black,Male,Not Hispanic,95,209,2,2024
Black,Female,Not Hispanic,95,152,2,2024
AIAN,Male,Not Hispanic,95,1,2,2024
AIAN,Female,Not Hispanic,95,2,2,2024
Asian,Male,Not Hispanic,95,4,2,2024
Asian,Female,Not Hispanic,95,20,2,2024
NHOPI,Female,Not Hispanic,95,1,2,2024
TOM,Male,Not Hispanic,95,99,2,2024
TOM,Female,Not Hispanic,95,106,2,2024
White,Male,Hispanic,95,121,2,2024
White,Female,Hispanic,95,106,2,2024
Black,Male,Hispanic,95,19,2,2024
Black,Female,Hispanic,95,19,2,2024
AIAN,Male,Hispanic,95,8,2,2024
AIAN,Female,Hispanic,95,1,2,2024
Asian,Male,Hispanic,95,1,2,2024
Asian,Female,Hispanic,95,3,2,2024
TOM,Male,Hispanic,95,20,2,2024
TOM,Female,Hispanic,95,17,2,2024
White,Male,Not Hispanic,95,1001,3,2024
White,Female,Not Hispanic,95,891,3,2024
Black,Male,Not Hispanic,95,203,3,2024
Black,Female,Not Hispanic,95,106,3,2024
AIAN,Male,Not Hispanic,95,5,3,2024
AIAN,Female,Not Hispanic,95,3,3,2024
Asian,Male,Not Hispanic,95,1,3,2024
Asian,Female,Not Hispanic,95,13,3,2024
NHOPI,Male,Not Hispanic,95,1,3,2024
NHOPI,Female,Not Hispanic,95,2,3,2024
TOM,Male,Not Hispanic,95,97,3,2024
TOM,Female,Not Hispanic,95,99,3,2024
White,Male,Hispanic,95,95,3,2024
White,Female,Hispanic,95,96,3,2024
Black,Male,Hispanic,95,15,3,2024
Black,Female,Hispanic,95,20,3,2024
AIAN,Male,Hispanic,95,6,3,2024
AIAN,Female,Hispanic,95,4,3,2024
TOM,Male,Hispanic,95,10,3,2024
TOM,Female,Hispanic,95,12,3,2024
White,Male,Not Hispanic,95,1095,4,2024
White,Female,Not Hispanic,95,1150,4,2024
Black,Male,Not Hispanic,95,151,4,2024
Black,Female,Not Hispanic,95,118,4,2024
AIAN,Male,Not Hispanic,95,4,4,2024
AIAN,Female,Not Hispanic,95,2,4,2024
Asian,Male,Not Hispanic,95,90,4,2024
Asian,Female,Not Hispanic,95,54,4,2024
TOM,Male,Not Hispanic,95,94,4,2024
TOM,Female,Not Hispanic,95,109,4,2024
White,Male,Hispanic,95,123,4,2024
White,Female,Hispanic,95,114,4,2024
Black,Male,Hispanic,95,3,4,2024
Black,Female,Hispanic,95,8,4,2024
AIAN,Male,Hispanic,95,1,4,2024
AIAN,Female,Hispanic,95,3,4,2024
Asian,Male,Hispanic,95,1,4,2024
TOM,Male,Hispanic,95,13,4,2024
TOM,Female,Hispanic,95,5,4,2024
White,Male,Not Hispanic,95,1281,5,2024
White,Female,Not Hispanic,95,1200,5,2024
Black,Male,Not Hispanic,95,271,5,2024
Black,Female,Not Hispanic,95,101,5,2024
AIAN,Male,Not Hispanic,95,4,5,2024
AIAN,Female,Not Hispanic,95,4,5,2024
Asian,Male,Not Hispanic,95,88,5,2024
Asian,Female,Not Hispanic,95,72,5,2024
NHOPI,Female,Not Hispanic,95,2,5,2024
TOM,Male,Not Hispanic,95,70,5,2024
TOM,Female,Not Hispanic,95,63,5,2024
White,Male,Hispanic,95,126,5,2024
White,Female,Hispanic,95,120,5,2024
Black,Male,Hispanic,95,18,5,2024
Black,Female,Hispanic,95,4,5,2024
AIAN,Male,Hispanic,95,15,5,2024
AIAN,Female,Hispanic,95,5,5,2024
NHOPI,Female,Hispanic,95,2,5,2024
TOM,Male,Hispanic,95,12,5,2024
TOM,Female,Hispanic,95,3,5,2024
White,Male,Not Hispanic,95,1001,6,2024
White,Female,Not Hispanic,95,877,6,2024
Black,Male,Not Hispanic,95,306,6,2024
Black,Female,Not Hispanic,95,186,6,2024
AIAN,Male,Not Hispanic,95,3,6,2024
AIAN,Female,Not Hispanic,95,2,6,2024
Asian,Male,Not Hispanic,95,14,6,2024
Asian,Female,Not Hispanic,95,11,6,2024
TOM,Male,Not Hispanic,95,39,6,2024
TOM,Female,Not Hispanic,95,40,6,2024
White,Male,Hispanic,95,141,6,2024
White,Female,Hispanic,95,78,6,2024
Black,Male,Hispanic,95,10,6,2024
Black,Female,Hispanic,95,4,6,2024
AIAN,Male,Hispanic,95,17,6,2024
AIAN,Female,Hispanic,95,2,6,2024
Asian,Male,Hispanic,95,3,6,2024
Asian,Female,Hispanic,95,1,6,2024
NHOPI,Male,Hispanic,95,1,6,2024
TOM,Male,Hispanic,95,9,6,2024
TOM,Female,Hispanic,95,7,6,2024
White,Male,Not Hispanic,95,1015,7,2024
White,Female,Not Hispanic,95,1000,7,2024
Black,Male,Not Hispanic,95,372,7,2024
Black,Female,Not Hispanic,95,110,7,2024
AIAN,Male,Not Hispanic,95,2,7,2024
AIAN,Female,Not Hispanic,95,4,7,2024
Asian,Male,Not Hispanic,95,24,7,2024
Asian,Female,Not Hispanic,95,13,7,2024
NHOPI,Female,Not Hispanic,95,3,7,2024
TOM,Male,Not Hispanic,95,43,7,2024
TOM,Female,Not Hispanic,95,34,7,2024
White,Male,Hispanic,95,112,7,2024
White,Female,Hispanic,95,126,7,2024
Black,Male,Hispanic,95,14,7,2024
Black,Female,Hispanic,95,7,7,2024
AIAN,Male,Hispanic,95,7,7,2024
AIAN,Female,Hispanic,95,3,7,2024
Asian,Male,Hispanic,95,4,7,2024
Asian,Female,Hispanic,95,2,7,2024
NHOPI,Male,Hispanic,95,1,7,2024
TOM,Male,Hispanic,95,9,7,2024
TOM,Female,Hispanic,95,9,7,2024
White,Male,Not Hispanic,95,1078,8,2024
White,Female,Not Hispanic,95,1086,8,2024
Black,Male,Not Hispanic,95,258,8,2024
Black,Female,Not Hispanic,95,83,8,2024
AIAN,Male,Not Hispanic,95,3,8,2024
AIAN,Female,Not Hispanic,95,4,8,2024
Asian,Male,Not Hispanic,95,8,8,2024
Asian,Female,Not Hispanic,95,8,8,2024
NHOPI,Male,Not Hispanic,95,1,8,2024
NHOPI,Female,Not Hispanic,95,2,8,2024
TOM,Male,Not Hispanic,95,25,8,2024
TOM,Female,Not Hispanic,95,25,8,2024
White,Male,Hispanic,95,125,8,2024
White,Female,Hispanic,95,100,8,2024
Black,Male,Hispanic,95,12,8,2024
Black,Female,Hispanic,95,1,8,2024
AIAN,Male,Hispanic,95,5,8,2024
AIAN,Female,Hispanic,95,3,8,2024
TOM,Male,Hispanic,95,8,8,2024
TOM,Female,Hispanic,95,9,8,2024
White,Male,Not Hispanic,95,1116,9,2024
White,Female,Not Hispanic,95,1088,9,2024
Black,Male,Not Hispanic,95,208,9,2024
Black,Female,Not Hispanic,95,108,9,2024
AIAN,Male,Not Hispanic,95,3,9,2024
Asian,Male,Not Hispanic,95,11,9,2024
Asian,Female,Not Hispanic,95,15,9,2024
TOM,Male,Not Hispanic,95,24,9,2024
TOM,Female,Not Hispanic,95,16,9,2024
White,Male,Hispanic,95,102,9,2024
White,Female,Hispanic,95,78,9,2024
Black,Male,Hispanic,95,8,9,2024
Black,Female,Hispanic,95,7,9,2024
AIAN,Male,Hispanic,95,3,9,2024
AIAN,Female,Hispanic,95,3,9,2024
Asian,Male,Hispanic,95,1,9,2024
Asian,Female,Hispanic,95,2,9,2024
NHOPI,Female,Hispanic,95,1,9,2024
TOM,Male,Hispanic,95,4,9,2024
TOM,Female,Hispanic,95,2,9,2024
White,Male,Not Hispanic,95,1181,10,2024
White,Female,Not Hispanic,95,1147,10,2024
Black,Male,Not Hispanic,95,176,10,2024
Black,Female,Not Hispanic,95,43,10,2024
AIAN,Male,Not Hispanic,95,1,10,2024
AIAN,Female,Not Hispanic,95,3,10,2024
Asian,Male,Not Hispanic,95,7,10,2024
Asian,Female,Not Hispanic,95,11,10,2024
NHOPI,Male,Not Hispanic,95,2,10,2024
TOM,Male,Not Hispanic,95,10,10,2024
TOM,Female,Not Hispanic,95,20,10,2024
White,Male,Hispanic,95,67,10,2024
White,Female,Hispanic,95,58,10,2024
Black,Male,Hispanic,95,12,10,2024
Black,Female,Hispanic,95,4,10,2024
AIAN,Male,Hispanic,95,3,10,2024
AIAN,Female,Hispanic,95,3,10,2024
Asian,Female,Hispanic,95,2,10,2024
NHOPI,Female,Hispanic,95,1,10,2024
TOM,Male,Hispanic,95,4,10,2024
TOM,Female,Hispanic,95,1,10,2024
White,Male,Not Hispanic,95,1185,11,2024
White,Female,Not Hispanic,95,1144,11,2024
Black,Male,Not Hispanic,95,136,11,2024
Black,Female,Not Hispanic,95,50,11,2024
AIAN,Male,Not Hispanic,95,8,11,2024
AIAN,Female,Not Hispanic,95,4,11,2024
Asian,Male,Not Hispanic,95,34,11,2024
Asian,Female,Not Hispanic,95,26,11,2024
TOM,Male,Not Hispanic,95,11,11,2024
TOM,Female,Not Hispanic,95,8,11,2024
White,Male,Hispanic,95,55,11,2024
White,Female,Hispanic,95,56,11,2024
Black,Male,Hispanic,95,6,11,2024
Black,Female,Hispanic,95,5,11,2024
AIAN,Male,Hispanic,95,3,11,2024
AIAN,Female,Hispanic,95,1,11,2024
Asian,Male,Hispanic,95,2,11,2024
Asian,Female,Hispanic,95,1,11,2024
TOM,Male,Hispanic,95,3,11,2024
TOM,Female,Hispanic,95,3,11,2024
White,Male,Not Hispanic,95,1235,12,2024
White,Female,Not Hispanic,95,1302,12,2024
Black,Male,Not Hispanic,95,99,12,2024
Black,Female,Not Hispanic,95,52,12,2024
AIAN,Male,Not Hispanic,95,4,12,2024
AIAN,Female,Not Hispanic,95,1,12,2024
Asian,Male,Not Hispanic,95,10,12,2024
Asian,Female,Not Hispanic,95,12,12,2024
NHOPI,Male,Not Hispanic,95,1,12,2024
TOM,Male,Not Hispanic,95,17,12,2024
TOM,Female,Not Hispanic,95,11,12,2024
White,Male,Hispanic,95,54,12,2024
White,Female,Hispanic,95,45,12,2024
Black,Male,Hispanic,95,1,12,2024
Black,Female,Hispanic,95,4,12,2024
AIAN,Male,Hispanic,95,5,12,2024
AIAN,Female,Hispanic,95,3,12,2024
Asian,Male,Hispanic,95,2,12,2024
TOM,Female,Hispanic,95,4,12,2024
White,Male,Not Hispanic,95,1476,13,2024
White,Female,Not Hispanic,95,1552,13,2024
Black,Male,Not Hispanic,95,75,13,2024
Black,Female,Not Hispanic,95,44,13,2024
AIAN,Male,Not Hispanic,95,9,13,2024
AIAN,Female,Not Hispanic,95,2,13,2024
Asian,Male,Not Hispanic,95,36,13,2024
Asian,Female,Not Hispanic,95,24,13,2024
NHOPI,Female,Not Hispanic,95,1,13,2024
TOM,Male,Not Hispanic,95,9,13,2024
TOM,Female,Not Hispanic,95,22,13,2024
White,Male,Hispanic,95,66,13,2024
White,Female,Hispanic,95,56,13,2024
Black,Male,Hispanic,95,3,13,2024
Black,Female,Hispanic,95,2,13,2024
AIAN,Female,Hispanic,95,2,13,2024
Asian,Male,Hispanic,95,1,13,2024
White,Male,Not Hispanic,95,1387,14,2024
White,Female,Not Hispanic,95,1509,14,2024
Black,Male,Not Hispanic,95,55,14,2024
Black,Female,Not Hispanic,95,59,14,2024
AIAN,Male,Not Hispanic,95,4,14,2024
AIAN,Female,Not Hispanic,95,7,14,2024
Asian,Male,Not Hispanic,95,8,14,2024
Asian,Female,Not Hispanic,95,20,14,2024
NHOPI,Female,Not Hispanic,95,1,14,2024
TOM,Male,Not Hispanic,95,18,14,2024
TOM,Female,Not Hispanic,95,8,14,2024
White,Male,Hispanic,95,44,14,2024
White,Female,Hispanic,95,51,14,2024
Black,Male,Hispanic,95,2,14,2024
Black,Female,Hispanic,95,1,14,2024
AIAN,Male,Hispanic,95,3,14,2024
AIAN,Female,Hispanic,95,1,14,2024
White,Male,Not Hispanic,95,1318,15,2024
White,Female,Not Hispanic,95,1486,15,2024
Black,Male,Not Hispanic,95,36,15,2024
Black,Female,Not Hispanic,95,34,15,2024
AIAN,Male,Not Hispanic,95,3,15,2024
Asian,Male,Not Hispanic,95,3,15,2024
Asian,Female,Not Hispanic,95,8,15,2024
TOM,Male,Not Hispanic,95,7,15,2024
TOM,Female,Not Hispanic,95,15,15,2024
White,Male,Hispanic,95,50,15,2024
White,Female,Hispanic,95,41,15,2024
Black,Male,Hispanic,95,2,15,2024
AIAN,Male,Hispanic,95,3,15,2024
AIAN,Female,Hispanic,95,3,15,2024
TOM,Female,Hispanic,95,3,15,2024
White,Male,Not Hispanic,95,925,16,2024
White,Female,Not Hispanic,95,1112,16,2024
Black,Male,Not Hispanic,95,30,16,2024
Black,Female,Not Hispanic,95,32,16,2024
AIAN,Female,Not Hispanic,95,1,16,2024
Asian,Male,Not Hispanic,95,3,16,2024
Asian,Female,Not Hispanic,95,2,16,2024
NHOPI,Male,Not Hispanic,95,1,16,2024
NHOPI,Female,Not Hispanic,95,1,16,2024
TOM,Male,Not Hispanic,95,10,16,2024
TOM,Female,Not Hispanic,95,6,16,2024
White,Male,Hispanic,95,18,16,2024
White,Female,Hispanic,95,15,16,2024
Black,Female,Hispanic,95,1,16,2024
AIAN,Male,Hispanic,95,1,16,2024
AIAN,Female,Hispanic,95,1,16,2024
Asian,Female,Hispanic,95,1,16,2024
White,Male,Not Hispanic,95,570,17,2024
White,Female,Not Hispanic,95,729,17,2024
Black,Male,Not Hispanic,95,10,17,2024
Black,Female,Not Hispanic,95,26,17,2024
AIAN,Male,Not Hispanic,95,2,17,2024
AIAN,Female,Not Hispanic,95,2,17,2024
Asian,Male,Not Hispanic,95,3,17,2024
Asian,Female,Not Hispanic,95,2,17,2024
TOM,Male,Not Hispanic,95,6,17,2024
TOM,Female,Not Hispanic,95,5,17,2024
White,Male,Hispanic,95,13,17,2024
White,Female,Hispanic,95,14,17,2024
Black,Male,Hispanic,95,1,17,2024
AIAN,Female,Hispanic,95,2,17,2024
TOM,Female,Hispanic,95,1,17,2024
White,Male,Not Hispanic,95,451,18,2024
White,Female,Not Hispanic,95,738,18,2024
Black,Male,Not Hispanic,95,3,18,2024
Black,Female,Not Hispanic,95,26,18,2024
AIAN,Male,Not Hispanic,95,1,18,2024
Asian,Female,Not Hispanic,95,6,18,2024
TOM,Male,Not Hispanic,95,10,18,2024
TOM,Female,Not Hispanic,95,10,18,2024
White,Male,Hispanic,95,16,18,2024
White,Female,Hispanic,95,30,18,2024
Black,Female,Hispanic,95,2,18,2024
AIAN,Male,Hispanic,95,1,18,2024
AIAN,Female,Hispanic,95,1,18,2024
TOM,Male,Hispanic,95,1,18,2024
TOM,Female,Hispanic,95,1,18,2024
White,Male,Not Hispanic,97,8190,1,2024
White,Female,Not Hispanic,97,7886,1,2024
Black,Male,Not Hispanic,97,1407,1,2024
Black,Female,Not Hispanic,97,1374,1,2024
AIAN,Male,Not Hispanic,97,21,1,2024
AIAN,Female,Not Hispanic,97,15,1,2024
Asian,Male,Not Hispanic,97,1669,1,2024
Asian,Female,Not Hispanic,97,1848,1,2024
NHOPI,Male,Not Hispanic,97,12,1,2024
NHOPI,Female,Not Hispanic,97,4,1,2024
TOM,Male,Not Hispanic,97,718,1,2024
TOM,Female,Not Hispanic,97,632,1,2024
White,Male,Hispanic,97,6115,1,2024
White,Female,Hispanic,97,5503,1,2024
Black,Male,Hispanic,97,347,1,2024
Black,Female,Hispanic,97,303,1,2024
AIAN,Male,Hispanic,97,122,1,2024
AIAN,Female,Hispanic,97,70,1,2024
Asian,Male,Hispanic,97,82,1,2024
Asian,Female,Hispanic,97,124,1,2024
NHOPI,Male,Hispanic,97,14,1,2024
NHOPI,Female,Hispanic,97,8,1,2024
TOM,Male,Hispanic,97,215,1,2024
TOM,Female,Hispanic,97,210,1,2024
White,Male,Not Hispanic,97,10040,2,2024
White,Female,Not Hispanic,97,9691,2,2024
Black,Male,Not Hispanic,97,1661,2,2024
Black,Female,Not Hispanic,97,1630,2,2024
AIAN,Male,Not Hispanic,97,30,2,2024
AIAN,Female,Not Hispanic,97,29,2,2024
Asian,Male,Not Hispanic,97,2416,2,2024
Asian,Female,Not Hispanic,97,2323,2,2024
NHOPI,Male,Not Hispanic,97,14,2,2024
NHOPI,Female,Not Hispanic,97,9,2,2024
TOM,Male,Not Hispanic,97,824,2,2024
TOM,Female,Not Hispanic,97,765,2,2024
White,Male,Hispanic,97,6956,2,2024
White,Female,Hispanic,97,6754,2,2024
Black,Male,Hispanic,97,281,2,2024
Black,Female,Hispanic,97,296,2,2024
AIAN,Male,Hispanic,97,138,2,2024
AIAN,Female,Hispanic,97,188,2,2024
Asian,Male,Hispanic,97,210,2,2024
Asian,Female,Hispanic,97,65,2,2024
NHOPI,Male,Hispanic,97,17,2,2024
NHOPI,Female,Hispanic,97,26,2,2024
TOM,Male,Hispanic,97,206,2,2024
TOM,Female,Hispanic,97,247,2,2024
White,Male,Not Hispanic,97,10935,3,2024
White,Female,Not Hispanic,97,10503,3,2024
Black,Male,Not Hispanic,97,1822,3,2024
Black,Female,Not Hispanic,97,1626,3,2024
AIAN,Male,Not Hispanic,97,37,3,2024
AIAN,Female,Not Hispanic,97,21,3,2024
Asian,Male,Not Hispanic,97,2596,3,2024
Asian,Female,Not Hispanic,97,2455,3,2024
NHOPI,Male,Not Hispanic,97,6,3,2024
NHOPI,Female,Not Hispanic,97,7,3,2024
TOM,Male,Not Hispanic,97,850,3,2024
TOM,Female,Not Hispanic,97,750,3,2024
White,Male,Hispanic,97,7557,3,2024
White,Female,Hispanic,97,7340,3,2024
Black,Male,Hispanic,97,286,3,2024
Black,Female,Hispanic,97,261,3,2024
AIAN,Male,Hispanic,97,243,3,2024
AIAN,Female,Hispanic,97,131,3,2024
Asian,Male,Hispanic,97,72,3,2024
Asian,Female,Hispanic,97,64,3,2024
NHOPI,Male,Hispanic,97,12,3,2024
NHOPI,Female,Hispanic,97,17,3,2024
TOM,Male,Hispanic,97,220,3,2024
TOM,Female,Hispanic,97,235,3,2024
White,Male,Not Hispanic,97,13337,4,2024
White,Female,Not Hispanic,97,11413,4,2024
Black,Male,Not Hispanic,97,2231,4,2024
Black,Female,Not Hispanic,97,1979,4,2024
AIAN,Male,Not Hispanic,97,53,4,2024
AIAN,Female,Not Hispanic,97,54,4,2024
Asian,Male,Not Hispanic,97,2349,4,2024
Asian,Female,Not Hispanic,97,2267,4,2024
